,dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,overview_paragraph,program_highlights,language_classes,advancedplacement_courses,extracurricular_activities,school_sports,partner_highered,ell_programs,number_programs,psal_sports_boys,psal_sports_girls,ontrack_year1_2013,graduation_rate_2013,college_career_rate_2013,student_satisfaction_2013,ontrack_year1_2012,graduation_rate_2012,college_career_rate_2012,student_satisfaction_2012,ontrack_year1_historic_avg_similar_schls,graduation_rate_historic_avg_similar_schls,college_career_rate_historic_avg_similar_schls,student_satisfaction_historic_avg_similar_schls,quality_review_rating,quality_review_year,program,interest,eng,math,soc,sci,stm,ela,seat_gr09,app_gr09,seat_gr10,app_gr10
11,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,Manhattan,9,11,10038,85,CTE School,"At Cambria Heights Academy, we believe that students need to build confidence and expertise in cutting-edge technologies and new media in order to achieve success in the 21st century. Thus, we utilize technology as a learning tool and provide individualized academic plans for all students. Our graduating seniors will be creative thinkers who can comfortably navigate the ever-changing world of technology.","Software Engineering Program (SEP), Robotics, Graphic Design, Digital Textiles, iLearn (Online Learning Program), Online Spanish, Junior/Senior Internships, AP Courses, College Now, Media and Study Center, Structured Lunch, Office Hours, Advisory, Enrichment, PupilPath (Online Gradebook); Freshmen/Sophomore Arts Immersion Experience (Chorus, Dance, Graffiti Art & Cartooning, Music Production, Theatre, Voice)","Arabic, French, Spanish, Spanish Native Language Arts","Art History, Biology, Chemistry, Studio Art: 2-D Design, Studio Art: 3-D Design, United States History","Student council, Wednesday community service, yearbook, Naval JrROTC, National Honor Society, Peer Mediation, tutoring/peer tutoring, Gay/Straight Alliance, among others","Soccer, intramural basketball, flag football, weightlifting & aerobic training",CUNY; American College of the Building Arts,ESL,1,"Basketball, Indoor Track, Outdoor Track","Basketball, Indoor Track, Outdoor Track",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Building Arts & Historic Preservation,Architecture,,,,,,,108,494,None,None
12,02M260,M.S. 260 Clinton School Writers & Artists,Manhattan,6,9,10001,266,New School,"At Channel View School for Research, students learn by doing. Our Learning Expeditions and field visits get students out of the classroom and into the practice of investigating solutions to real world problems. Our Expeditionary Learning emphasis invests students in their community, teaches them the value of leadership and service and establishes a solid academic base from which students can launch careers in fields like science, government, medicine, law and education. Character development is the pillar of our foundation at Channel View. Our studentsâ€™ habits of work and learning are â€˜Service,â€™ â€˜Trust,â€™, â€˜Accountabilityâ€™ and â€˜Respectâ€™ (STAR).","College Preparation: Early College, Kaplan SAT Prep, College Now; ACT Prep, Pre-law, Forensics, Environmental Science; Fine Arts Program: Visual Arts Three-Year Sequence, Vocal and Instrumental Music, Jazz and Steel Band; Web Design & Development, Film and Mass Media, Spanish Cultural Dance, Community Service, Crew (Advisory), Student Led-Conferences",Chinese (Mandarin),,"College Now, Technology, Model UN, Student Government, School Leadership Team, Music, School Musical, National Honor Society, The Clinton Post (School Newspaper), Clinton Soup (Literary Magazine), GLSEN, Glee","Cross Country, Track and Field, Soccer, Flag Football, Basketball",,ESL,1,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Indoor Track, Soccer, Swimming, Tennis, Volleyball","Basketball, Cross Country, Indoor Track, Lacrosse, Soccer, Softball, Tennis, Volleyball & JV Volleyball",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Proficient,2011-12,M.S. 260 Clinton School Writers & Artists,Humanities & Interdisciplinary,Scores 80-100,Scores 80-100,Scores 80-100,Scores 80-100,Levels 2-4,Levels 2-4,81,NA,None,None
13,02M280,Manhattan Early College School for Advertising,Manhattan,9,10,10038,N/A,"NYC P-Tech 9-14, New School","At Cobble Hill, our vision is to know and empower our students as individuals so they will reach their maximum potential, make informed choices and create meaningful lives. Through our programs and partnerships, students explore career options and areas of interest in a learning community that values achievement in character, culture and academics.","Pre-Law Institute: Family & Civil Law, Constitutional Rights, Financial Literacy, Criminal Law; Moot Court, Mock Trial, International Moot Court Team, Drama, College Now, College Writing, Art, Freshman Bridge Program, College Summit, Advancement via Individual Determination (AVID), Poetry, Opening Act Theater Group, Classroom Inc., Achieve3000, SAT Prep, Counseling in Schools, Brooklyn Historical Society after-school program, Alvin Ailey Dance, Art Classes at Cooper Union, Shakespeare Festival, Health Occupations Students of America (HOSA), Urban Word (Poetry Workshop), Honors Program, 4-year sequence in science & math (Physics, Chemistry, Advanced Algebra and Trigonometry & Precalculus)","N/A (Expected: Chinese [Mandarin], French, Spanish Native  Language Arts) ",,"Advertising Competition, Advertising Industry Council,  After-school Tutoring, Student Government, Saturday Academy, Additional clubs  as determined by student interest",,,ESL,1,"Baseball, Basketball & JV Basketball","Basketball, Softball",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Manhattan Early College School for Advertising,Communications,,,,,,,81,NA,None,None
14,02M282,Urban Assembly Maker Academy,Manhattan,9,10,10038,N/A,"CTE, New School","At Discovery, students are prepared for college and life after high school. Students learn how to reflect upon their own thinking and acquire the skills they need to be successful in the world of tomorrow. At our school, every student discovers and explores his or her potential. In addition to the strong emphasis on academics and preparation for college, Discovery emphasizes the importance of developing family-like bonds, both between the teachers and their students, and between the students themselves. Discovery strives to create a nurturing culture in which students enjoy learning and can be creative while maintaining healthy social bonds and relationships.","Advanced Regents Courses, Advanced Placement Courses, Honors Classes, SAT Prep, College Now, Internships, Liberty Partnership Program, Town Hall Meetings, Museum, Gallery visits and other trips, Guest Artists, Tutoring",Spanish Native Language Arts,"N/A (Expected: Biology, Calculus BC, Computer  Science AB, Economics: Micro, English Language and Composition, Physics B)  ","Student Advisory Council, Peer Tutoring, Peer  Mediation, PM and Saturday School, Maker Club, Coders Club, National Honor  Society, Robotics, Design Competitions such as Startup Weekend EDU Teens",,,ESL,1,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball","Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Urban Assembly Maker Academy,Computer Science & Technology,,,,,,,108,NA,None,None
15,02M288,Food and Finance High School,Manhattan,9,12,10019,443,CTE School,"At Energy Tech, students interested in engineering, science, math, and technology follow a unique pathway to high-demand careers in a fast-growing industry. To prepare for these competitive engineering careers, we provide extensive academic support and mentoring. Our students learn through hands-on problem solving in and out of the classroom through partnerships with LaGuardia Community College, Con Edison, and National Grid. Students can remain at our school for up to six years, earning a high school diploma and an Associateâ€™s degree â€“ free of cost â€“ and participate in training and internships. Students leave ready to go directly into careers or as strong candidates for 4-year colleges.","Associateâ€™s degree - up to two years of college coursework in engineering; College classes as early as 10th grade; Internships and apprenticeships in later years of the program; Off-site technical training; Energy-focused projects through Solar One; Mentoring Program, College and career trips, Small-group supports; Daily advisory groups and team-building activities; FRC FIRST robotics, Monthly Town Hall meetings, Student e-portfolios, Wide variety of after-school programs; Opportunities for collaborative and problem-based learning; As we expand, we plan to offer Spanish and Spanish Native Language Arts",Spanish,"English Language and Composition, Environmental Science, United States Government and Politics, United States History","4-H, Anime, Arts, Baking, Cornell Nutrition, Drama; Educated and Aware Teens Who Inspire Smart Eating (EATWISE), Entrepreneurship, Gay/Straight Alliance, Guitar, National Honor Society, Peer Mediation/Conflict Resolution, Poetry, ProStart, Saturday Academy, Scholarship, School Newsletter, SkillsUSA, Step Dance, Student Government, Technology, Weight Training, Yearbook, Youth Leadership, Youth-run Business","Step Team, Yoga","Cornell University Cooperative Extension, Kingsborough Community College, Monroe College, Culinary Institute of America, SUNY Cobleskil, Columbia University School of Social Work, New York University Steinhardt School of Education, Borough of Manhattan Community College-City University of New York (CUNY)",ESL,1,,,89%,84%,53%,6.8,89%,77%,60%,6.6,81%,75%,54%,7.4,Proficient,2007-08,Food and Finance High School,Culinary Arts,,,,,,,108,3136,5,143
16,02M294,Essex Street Academy,Manhattan,9,12,10002,349,Consortium School,"At FHS, we graduate lifelong learners who are leaders in their communities. We are a small school with teachers who care deeply for our students and work their hardest to nurture them for the opportunities that await them after graduation. Since a college degree is an essential ingredient for success, we prepare our students academically, socially and emotionally to meet the demands of the world through project based learning, art integration with studio classes, a College 101 course and a four year Advisory program. We foster a college-going culture and provide a great deal of support to our students for college and career readiness. In choosing FHS, you are choosing to join a dynamic learning community, to think deeply about yesterday, today and tomorrow, and to envision how to make a positive difference in the world.","Performance Based Assessment School, Internship Opportunities, Kaplan SAT Prep, After-School Tutoring, Bea Kovich College Scholarships (for selected graduating seniors); All students are members of an Advisory class that meets four times per week with an Advisor; This class supports students emotionally and academically throughout their time at FHS","French, Spanish",Spanish Language and Culture,"After-school and Saturday Program: Homework help in every subject provided by teachers three days a week until 5:00 PM; Other opportunities include: Capoeira, Community Service, Student Newpaper, Fitness, Swimming, Music, Big Sib Mentoring Program, Cheerleading Team, Mock Trial, Step Team, Student Government, Theater, Weight Room, Yearbook, Yoga",Boys Intramural Basketball Team,"New York University, Parsons School of Design, CUNY College Now, and Monroe College",ESL,1,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Soccer, Volleyball","Basketball, Bowling, Handball, Soccer, Softball, Volleyball",90%,65%,49%,7.9,90%,77%,61%,7.5,81%,75%,54%,7.4,Well Developed,2007-08,Essex Street Academy,Humanities & Interdisciplinary,,,,,,,81,1771,10,New Program
17,02M296,High School of Hospitality Management,Manhattan,9,12,10019,431,,"At Foreign Language Academy of Global Studies (FLAGS) we develop informed, responsible and productive citizens. Students develop knowledge and skills to be able to compete in a global economy.","College Now, Young American Writers Program, Project Read",Italian,"English Literature and Composition, United States History","Book, Chess, Culinary Arts, Digital Learning, Drama, Event Planning, Field Trips to Colleges, Fitness Training, Pilates, Running, Graphic Arts, Guitar, Hydroponics Program, Internships in the Hospitality Industry, Junior Advisor Mentors, Saturday Regents Program, School Newspaper, Student Government, Explorers Program, Movie Night, Studio Art, Talent and Fashion Show, Yearbook, National Honor Society","Intramural Basketball, Flag Football",Kingsborough Community College; Hunter College; Cornell University (Cooperative Extension Hydroponic Lab Study),ESL,1,,,82%,66%,52%,7.3,87%,78%,43%,7.1,76%,71%,48%,7.1,Proficient,2009-10,High School of Hospitality Management,"Hospitality, Travel and Tourism",,,,,,,108,1327,None,None
18,02M298,Pace High School,Manhattan,9,12,10002,421,,"At Frank McCourt High School (FMHS), we prepare our students to be articulate and effective communicators in every medium. In particular, we will develop studentsâ€™ communication skills through their writing, presentations, classroom discussions and peer dialogue. In developing these skills, students will also sharpen their critical and analytical thinking. Every student will graduate from Frank McCourt High School armed with the curiosity and intellect of a true life-long learner. We are committed to helping our students become engaged citizens and thoughtful civic leaders who can communicate their vision with clarity and eloquence.","Advisory, Inquiry-based cooperative group work, Action Research Internship, College Now; Non-traditional assessments, in addition to Regents exams, are used to measure student progress",Spanish,"Calculus AB, Environmental Science, United States History","Academic Tutorials, Advisory Debates, After-school Tutorials and Homework Help, Amnesty International, Bridge Running, Community Service, Cheerleading, Caribbean Dance Team, Dramatic Arts Electives, Gay Straight Alliance, Hip-Hop, Literary Magazine, Mentorships, Music, National Honor Society, Poetry Out Loud, Science, Chess, Spanish National Honor Society, Step, Student Expositions, Student Government Organization, Student-designed Web/Literary Publications, Technology, Anime/Video Game, Wellness Center, Yearbook, YMCA Youth Leadership/Youth and Government, YMCA sports: Dance, Martial Arts, Swimming; Girls Who Code, SAT Prep","Basketball, Bridge Running, Flag Football, Handball, Soccer",Pace University,ESL,1,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Soccer, Volleyball","Bowling, Soccer, Softball, Tennis, Volleyball",94%,89%,69%,7.5,90%,87%,79%,7,85%,80%,63%,7.5,Well Developed,2007-08,PACE High School,Humanities & Interdisciplinary,,,,,,,108,5779,None,None
19,02M300,"Urban Assembly School of Design and Construction, The",Manhattan,9,12,10019,427,,"At H.E.R.O. High, students learn how to save lives and serve their communities by preparing for a career as a Registered Nurse or Community Health Worker. Students take college classes starting in 10th grade and can earn a 2-year Associate degree with help from a small school environment. Our academic program will prepare every student to succeed in college and their career through hands-on, real-world problem solving, advanced work in math and science and challenging reading and writing tasks in every class. Start your technical training early through internships in clinical nursing and community health work. Even heroes need extra help some times, so we offer tutoring in every subject area.","Free 2-year Associate degree in Applied Science in Nursing or Community Health Work, Early college classes available at H.E.R.O. High or on the campus of our partner Hostos Community College, Internships in nursing and community health, Advisory, Tutoring in every subject; As we expand, we plan to offer Spanish Native Language Arts","German, Spanish","Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States Government and Politics, United States History, World History","After-school Field Trips and Office Tours, After-school and Summer Design programs, Community Service, Chess, Drama, Fashion, Anime, International Travel Opportunities, Peer Tutoring, Photo and Media, SAT Preparation, Student Government Association, Weight Training, Yoga",Boys Basketball Girls Softball Club Girls Soccer Club Running Club Flag Football Club,PRATT Institute,ESL,1,"Baseball, Basketball, Indoor Track, Outdoor Track, Swimming, Tennis","Basketball, Indoor Track, Outdoor Track, Softball",73%,55%,55%,6.8,61%,61%,47%,6.5,77%,72%,49%,7.3,Proficient,2010-11,Urban Assembly School of Design and Construction,Architecture,,,,,,,108,401,None,None
20,02M303,"Facing History School, The",Manhattan,9,12,10019,417,Consortium School,"At Kingsborough Early College School (KECS), all students have the opportunity to earn a tuition-free Associate Degree from Kingsborough Community College (KCC) during their time in secondary school. We offer instructional supports, small class size and access to the KCC campus as early as 6th grade. To promote higher order thinking, students learn through inquiry, enrichment and a challenging academic program. Our focus on youth development fosters confidence and self advocacy resulting in students becoming successful adults, prepared to continue their studies.","Associate Degree, Advisory, Enrichment Clusters, Greek/Latin Roots for Preliminary Scholastic Aptitude Test (PSAT), Curriculum Compacting",Spanish,"English Literature and Composition, United States History","After-School Tutoring, Art Crew, Photography, Poetry, Visual Arts, Audio, Dance, Drumming; Cheerleading, Community Service, Conflict Resolution, Gay-Straight Alliance, HUSO, School Government, Tech Crew, Unity (Girls Club), Finance, Chess; Additional clubs are created based on student interest",Activities to be formed based on student interest,"New York University (NYU) Steinhardt School of Education, Lehman College, Columbia University, Borough of Manhattan Community College,. City College",ESL,1,"Basketball & JV Basketball, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball","Basketball, Bowling, Outdoor Track, Soccer, Softball, Volleyball",78%,62%,52%,7.8,77%,65%,43%,6.9,74%,66%,43%,7.1,Proficient,2011-12,The Facing History School,Humanities & Interdisciplinary,,,,,,,108,582,None,None
21,02M305,"Urban Assembly Academy of Government and Law, The",Manhattan,9,12,10002,326,,"At Life Academy High School for Film and Music, we infuse the study of film, the art of filmmaking, audio production and new media into engaging, student-centered and project-based courses. We focus on building communication skills in writing, presentation and creativity. Our Advisory program helps each student develop personal relationships and positive citizenship. We seek students who want to learn in an exciting atmosphere of excellence and creative collaboration.","College Now, iLEARN courses, Art and Film Production courses including film, set design, audio production, cinematography, animation, storyboarding art",Spanish,"English Literature and Composition, Microeconomics, Spanish Language and Culture, United States History","Student Government, Art, Basketball, Cheerleading, Soccer, Music, Weight Room, Law Team, Freaks and Geeks, Senior Committee, Mentoring, Soccer, Tutoring","AGL Intramural Basketball, Soccer, Cheerleading","New York University Law School, NYU Wagner School for Public Policy, Borough of Manhattan Community College",ESL,1,"Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball","Basketball, Bowling, Indoor Track, Soccer, Softball, Volleyball",83%,83%,60%,6.8,79%,78%,64%,6.3,80%,75%,54%,7.3,Proficient,2012-13,The Urban Assembly Academy of Government and Law,Law & Government,,,,,,,81,614,7,New Program
22,02M308,Lower Manhattan Arts Academy,Manhattan,9,12,10002,362,,"At Park Slope Collegiate, you will collaborate, innovate, and inquire. Our students collaborate by participating in seminar discussions in classes such as Brooklyn History and Economics and by performing scenes with peers in English Language Arts and Social Studies. They innovate by creating original sculptures in Studio Art, experimenting with different musical genres in Guitar Ensemble, and producing their own digital shorts in Spanish Film. Finally, they engage in inquiry by developing their conceptual understanding of and their ability to apply mathematics ranging from Algebra to Calculus, and by investigating the theories and practices of the sciences ranging from Chemistry, Physics, Marine Biology and Computer Programming to Food and Environmental Science.","Four years of Science and Mathematics required; Junior and Senior course offerings include Physics, Marine Biology, Computer Programming, Calculus, Brooklyn History, Guitar Ensemble, Spanish Film, College Advisory; Advancement Via Individual Determination (AVID) starting in Freshman year",Spanish,"Calculus AB, Physics B","LoMA students are required to participate in two days of extracurricular activities or tutoring a week; Chorus, Chimera Concept Dance Team, LoMA Theatre Ensemble, New York Cares Volunteer Group, Student Government, After School of Rock, Studio Art, Yearbook, Cheerleading, Chess, Ultimate Frisbee, Photography, Cosmetology, Theatre Tech, Yoga, Weight room","Intramural Sports: Basketball, Soccer, Swimming",New York University and John Jay College (college classes for juniors and seniors),ESL,1,Basketball & JV Basketball,"Basketball, Volleyball",67%,75%,52%,7.2,75%,68%,59%,6.7,78%,74%,53%,7.4,Well Developed,2008-09,Lower Manhattan Arts Academy,Performing Arts/Visual Art & Design,,,,,,,88,1522,5,88
23,02M316,"Urban Assembly School of Business for Young Women, the",Manhattan,9,12,10004,412,All-Girls School,"At Pathways in Technology Early College High School (P-TECH), students drawn to future careers in information technology (IT), computers, engineering, math and science receive individualized support in preparing for and securing an entry-level position in the highly competitive IT industry. As a founding partner of the school, IBM (and other corporations) will provide all students with internship and training opportunities exposing them to real-world technology careers. In addition, P-TECH students are able to earn an Associate degree or up to two years of college credit from CUNY's New York City College of Technology â€“ at no cost â€“ while still in high school.","Internships, Mentorship Program, Early College Experience, Courses in Computer Systems and Information Technology, Small Advisory groups led by faculty mentor, Science, Technology, Engineering and Mathematics (STEM), Academic and Career Planning starting in the 9th grade, Saturday Academy featuring PSAT/SAT prep, Project-based STEM workshops; As we expand, we expect to offer AP classes; Language classes to be determined",Spanish,"Chemistry, Spanish Language and Culture, United States History","Business Trips, Community Service, Dance, Digital Photography, Power Luncheons, PSAT and SAT Preparation, Step Team, Student Government, The Urban Assembly School of Business for Young Women (UASBYW) Mentoring Program, Travel, Yearbook, Yoga, Etiquette","Basketball, Golf, Track, Volleyball",New York University - Leonard N. Stern School of Business,ESL,1,"Baseball & JV Baseball, Bowling, Cross Country, Indoor Track, Outdoor Track","Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track",77%,75%,48%,6.9,80%,71%,64%,6.9,80%,74%,52%,7.4,Proficient,2011-12,The Urban Assembly School of Business for Young Women,Business,,,,,,,108,510,10,22
